May 29 2023      6:24:56 pm     Elt: 000427 Seconds.  Real Time: 000429
ID: No spectrum identifier defined
Memory Size: 1024 Chls  Conversion Gain: 1024  Adc Offset: 0000 Chls

 Chn    Counts  ROI
   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,        0, 000
   5,        0, 000
   6,        0, 000
   7,        0, 000
   8,        0, 000
   9,        0, 000
  10,        0, 000
  11,        0, 000
  12,        0, 000
  13,        0, 000
  14,        0, 000
  15,        0, 000
  16,        0, 000
  17,        1, 000
  18,        0, 000
  19,        0, 000
  20,        0, 000
  21,        0, 000
  22,        0, 000
  23,        0, 000
  24,        0, 000
  25,        0, 000
  26,        0, 000
  27,        1, 000
  28,        1, 000
  29,        0, 000
  30,        0, 000
  31,        0, 000
  32,        1, 000
  33,        0, 000
  34,        0, 000
  35,        0, 000
  36,        0, 000
  37,        0, 000
  38,        0, 000
  39,        1, 000
  40,        0, 000
  41,        0, 000
  42,        1, 000
  43,        0, 000
  44,        0, 000
  45,        0, 000
  46,        0, 000
  47,        0, 000
  48,        0, 000
  49,        1, 000
  50,        0, 000
  51,        1, 000
  52,        0, 000
  53,        0, 000
  54,        2, 000
  55,        0, 000
  56,        1, 000
  57,        0, 000
  58,        0, 000
  59,        1, 000
  60,        1, 000
  61,        0, 000
  62,        0, 000
  63,        0, 000
  64,        0, 000
  65,        1, 000
  66,        0, 000
  67,        0, 000
  68,        2, 000
  69,        1, 000
  70,        0, 000
  71,        1, 000
  72,        0, 000
  73,        0, 000
  74,        0, 000
  75,        0, 000
  76,        0, 000
  77,        0, 000
  78,        0, 000
  79,        1, 000
  80,        0, 000
  81,        0, 000
  82,        0, 000
  83,        0, 000
  84,        0, 000
  85,        2, 000
  86,        0, 000
  87,        0, 000
  88,        0, 000
  89,        0, 000
  90,        0, 000
  91,        1, 000
  92,        0, 000
  93,        1, 000
  94,        0, 000
  95,        0, 000
  96,        0, 000
  97,        1, 000
  98,        0, 000
  99,        0, 000
 100,        0, 000
 101,        2, 000
 102,        0, 000
 103,        0, 000
 104,        0, 000
 105,        0, 000
 106,        1, 000
 107,        2, 000
 108,        0, 000
 109,        0, 000
 110,        0, 000
 111,        0, 000
 112,        0, 000
 113,        0, 000
 114,        2, 000
 115,        0, 000
 116,        0, 000
 117,        1, 000
 118,        0, 000
 119,        2, 000
 120,        1, 000
 121,        1, 000
 122,        1, 000
 123,        0, 000
 124,        0, 000
 125,        0, 000
 126,        0, 000
 127,        1, 000
 128,        0, 000
 129,        0, 000
 130,        0, 000
 131,        2, 000
 132,        0, 000
 133,        0, 000
 134,        0, 000
 135,        0, 000
 136,        0, 000
 137,        1, 000
 138,        1, 000
 139,        0, 000
 140,        0, 000
 141,        0, 000
 142,        0, 000
 143,        2, 000
 144,        1, 000
 145,        0, 000
 146,        0, 000
 147,        0, 000
 148,        0, 000
 149,        0, 000
 150,        1, 000
 151,        2, 000
 152,        1, 000
 153,        0, 000
 154,        2, 000
 155,        1, 000
 156,        0, 000
 157,        0, 000
 158,        0, 000
 159,        1, 000
 160,        0, 000
 161,        0, 000
 162,        2, 000
 163,        0, 000
 164,        2, 000
 165,        0, 000
 166,        0, 000
 167,        0, 000
 168,        0, 000
 169,        0, 000
 170,        0, 000
 171,        0, 000
 172,        0, 000
 173,        0, 000
 174,        0, 000
 175,        0, 000
 176,        0, 000
 177,        0, 000
 178,        0, 000
 179,        1, 000
 180,        0, 000
 181,        1, 000
 182,        1, 000
 183,        0, 000
 184,        0, 000
 185,        0, 000
 186,        1, 000
 187,        0, 000
 188,        0, 000
 189,        0, 000
 190,        0, 000
 191,        1, 000
 192,        1, 000
 193,        2, 000
 194,        0, 000
 195,        1, 000
 196,        0, 000
 197,        1, 000
 198,        1, 000
 199,        0, 000
 200,        1, 000
 201,        1, 000
 202,        0, 000
 203,        0, 000
 204,        0, 000
 205,        1, 000
 206,        0, 000
 207,        0, 000
 208,        1, 000
 209,        1, 000
 210,        0, 000
 211,        1, 000
 212,        0, 000
 213,        0, 000
 214,        0, 000
 215,        0, 000
 216,        0, 000
 217,        0, 000
 218,        0, 000
 219,        1, 000
 220,        0, 000
 221,        0, 000
 222,        2, 000
 223,        0, 000
 224,        0, 000
 225,        0, 000
 226,        2, 000
 227,        0, 000
 228,        0, 000
 229,        1, 000
 230,        0, 000
 231,        0, 000
 232,        0, 000
 233,        0, 000
 234,        1, 000
 235,        0, 000
 236,        2, 000
 237,        1, 000
 238,        0, 000
 239,        0, 000
 240,        1, 000
 241,        1, 000
 242,        2, 000
 243,        1, 000
 244,        1, 000
 245,        1, 000
 246,        0, 000
 247,        1, 000
 248,        0, 000
 249,        1, 000
 250,        2, 000
 251,        1, 000
 252,        0, 000
 253,        0, 000
 254,        1, 000
 255,        0, 000
 256,        0, 000
 257,        3, 000
 258,        0, 000
 259,        0, 000
 260,        1, 000
 261,        2, 000
 262,        1, 000
 263,        0, 000
 264,        0, 000
 265,        2, 000
 266,        3, 000
 267,        2, 000
 268,        2, 000
 269,        2, 000
 270,        0, 000
 271,        1, 000
 272,        2, 000
 273,        3, 000
 274,        1, 000
 275,        0, 000
 276,        2, 000
 277,        1, 000
 278,        1, 000
 279,        3, 000
 280,        1, 000
 281,        1, 000
 282,        2, 000
 283,        1, 000
 284,        1, 000
 285,        2, 000
 286,        1, 000
 287,        1, 000
 288,        0, 000
 289,        1, 000
 290,        1, 000
 291,        2, 000
 292,        3, 000
 293,        1, 000
 294,        2, 000
 295,        0, 000
 296,        0, 000
 297,        1, 000
 298,        0, 000
 299,        0, 000
 300,        0, 000
 301,        2, 000
 302,        0, 000
 303,        1, 000
 304,        0, 000
 305,        1, 000
 306,        1, 000
 307,        0, 000
 308,        5, 000
 309,        1, 000
 310,        0, 000
 311,        1, 000
 312,        0, 000
 313,        0, 000
 314,        3, 000
 315,        1, 000
 316,        3, 000
 317,        0, 000
 318,        1, 000
 319,        1, 000
 320,        2, 000
 321,        0, 000
 322,        0, 000
 323,        1, 000
 324,        2, 000
 325,        1, 000
 326,        5, 000
 327,        0, 000
 328,        3, 000
 329,        0, 000
 330,        2, 000
 331,        1, 000
 332,        0, 000
 333,        2, 000
 334,        5, 000
 335,        2, 000
 336,        0, 000
 337,        1, 000
 338,        2, 000
 339,        4, 000
 340,        1, 000
 341,        3, 000
 342,        3, 000
 343,        2, 000
 344,        2, 000
 345,        2, 000
 346,        4, 000
 347,        2, 000
 348,        2, 000
 349,        4, 000
 350,        3, 000
 351,        3, 000
 352,        3, 000
 353,        1, 000
 354,        2, 000
 355,        1, 000
 356,        3, 000
 357,        4, 000
 358,        1, 000
 359,        3, 000
 360,        3, 000
 361,        4, 000
 362,        4, 000
 363,        2, 000
 364,        1, 000
 365,        0, 000
 366,        3, 000
 367,        3, 000
 368,        3, 000
 369,        5, 000
 370,        2, 000
 371,        2, 000
 372,        2, 000
 373,        0, 000
 374,        0, 000
 375,        4, 000
 376,        1, 000
 377,        1, 000
 378,        3, 000
 379,        2, 000
 380,        0, 000
 381,        5, 000
 382,        4, 000
 383,        4, 000
 384,        4, 000
 385,        5, 000
 386,        4, 000
 387,       10, 000
 388,        3, 000
 389,        3, 000
 390,        5, 000
 391,        5, 000
 392,        2, 000
 393,        8, 000
 394,        4, 000
 395,        3, 000
 396,        4, 000
 397,        6, 000
 398,       10, 000
 399,        5, 000
 400,        5, 000
 401,        5, 000
 402,        4, 000
 403,        4, 000
 404,        7, 000
 405,        7, 000
 406,       11, 000
 407,        4, 000
 408,       11, 000
 409,        8, 000
 410,        7, 000
 411,        8, 000
 412,        8, 000
 413,       10, 000
 414,        8, 000
 415,       12, 000
 416,       20, 000
 417,       18, 000
 418,       19, 000
 419,       15, 000
 420,       11, 000
 421,       19, 000
 422,       21, 000
 423,       31, 000
 424,       24, 000
 425,       33, 000
 426,       28, 000
 427,       42, 000
 428,       38, 000
 429,       30, 000
 430,       30, 000
 431,       38, 000
 432,       31, 000
 433,       43, 000
 434,       27, 000
 435,       40, 000
 436,       26, 000
 437,       26, 000
 438,       19, 000
 439,       23, 000
 440,       36, 000
 441,       34, 000
 442,       44, 000
 443,       47, 000
 444,       53, 000
 445,       30, 000
 446,       44, 000
 447,       67, 000
 448,       59, 000
 449,       74, 000
 450,       74, 000
 451,      114, 000
 452,      101, 000
 453,      117, 000
 454,      145, 000
 455,      159, 000
 456,      209, 000
 457,      183, 000
 458,      196, 000
 459,      213, 000
 460,      218, 000
 461,      245, 000
 462,      251, 000
